price,price_per_sq_ft,bhk,sqft,bathrooms,has_lift,has_parking,has_gym,has_security,has_power_backup,has_swimming_pool,lat,lon,property_type,subproperty_type,age
3500000,4242.0,2,790.0,1.0,0,1,0,0,0,0,18.443965,73.809382,Residential,Apartment,0
6200000,6126.0,2,749.0,2.0,1,0,0,0,0,0,18.6708036,73.7173175,Residential,Apartment,0
3500000,5833.0,1,550.0,1.0,0,0,0,0,0,0,18.463430374691,73.8048244001276,Residential,Apartment,0
5300000,10600.0,1,476.0,1.0,0,0,0,0,0,0,18.6615249843968,73.7287790957994,Residential,Apartment,0
9800000,7840.0,3,932.0,2.0,1,1,0,0,0,0,18.5469121,73.7564974,Residential,Apartment,0
13000000,10400.0,2,608.0,2.0,0,1,0,0,0,0,18.5549343985888,73.7677317658416,Residential,Apartment,0
9700000,8083.0,2,770.0,2.0,1,0,0,0,0,0,18.532526,73.944996,Residential,Apartment,0
20800000,11718.0,3,1350.0,4.0,1,1,0,0,0,0,18.4703680763148,73.900162950668,Residential,Apartment,0
4000000,5000.0,1,600.0,1.0,1,1,0,0,0,0,18.5768131896138,73.9780692718883,Residential,Apartment,0
15000000,10949.0,3,1013.0,2.0,1,0,0,0,0,0,18.5527185,73.9454065,Residential,Apartment,0
14000000,11200.0,2,1050.0,3.0,0,1,0,0,0,0,18.4936093056155,73.9098701325955,Residential,Apartment,0
15000000,11111.0,3,1100.0,3.0,0,0,0,0,0,0,18.5527185,73.9454065,Residential,Apartment,0
16000000,11852.0,2,850.0,2.0,1,1,0,0,0,0,18.5476795,73.901482,Residential,Apartment,0
27500000,15093.0,3,1350.0,3.0,0,0,0,0,0,0,18.5599716,73.7838163,Residential,Apartment,0
12320000,8800.0,3,1060.0,3.0,1,1,0,0,0,0,18.4703680763148,73.900162950668,Residential,Apartment,0
5830000,5300.0,2,710.0,2.0,1,0,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
18000000,10657.0,3,1250.0,3.0,1,0,0,0,0,0,18.5810936,73.771877,Residential,Apartment,0
18900000,11257.0,3,1244.0,3.0,1,1,0,0,0,0,18.5527185,73.9454065,Residential,Apartment,0
20000000,10471.0,3,1250.0,3.0,1,1,0,0,0,0,18.5599716,73.7838163,Residential,Apartment,0
9000000,10000.0,2,760.0,2.0,1,0,0,0,0,0,18.5476795,73.901482,Residential,Apartment,0
11000000,8112.0,3,982.0,3.0,0,0,0,0,0,0,18.4443480308241,73.8897421581184,Residential,Apartment,0
6500000,6436.0,2,748.0,2.0,0,0,0,0,0,0,18.6615249843968,73.7287790957994,Residential,Apartment,0
15500000,9688.0,3,1245.0,3.0,1,1,0,0,0,0,18.4703680763148,73.900162950668,Residential,Apartment,0
6500000,10000.0,1,500.0,2.0,1,1,0,0,0,0,18.601732750311,73.7220719182405,Residential,Apartment,0
10937000,9404.0,2,796.0,3.0,0,0,0,0,0,0,18.5599716,73.7838163,Residential,Apartment,0
2800000,4870.0,1,525.0,1.0,0,1,0,0,0,0,18.4375067657152,73.7916389825431,Residential,Apartment,0
8000000,8743.0,2,751.0,2.0,1,1,0,0,0,0,18.5046404,73.7649625,Residential,Apartment,0
3400000,5231.0,1,450.0,1.0,1,1,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
9000000,9184.0,2,750.0,2.0,1,0,0,0,0,0,18.5721265707285,73.7570589491508,Residential,Apartment,0
1999999,3333.0,1,533.0,1.0,0,0,0,0,0,0,18.4680743173029,73.8930224694682,Residential,Apartment,0
3200000,4000.0,2,750.0,2.0,0,0,0,0,0,0,18.4633272035409,73.8518017049147,Residential,Apartment,0
5500000,6395.0,2,680.0,2.0,0,0,0,0,0,0,18.4443480308241,73.8897421581184,Residential,Apartment,0
3500000,4167.0,2,635.0,1.0,0,0,0,0,0,0,18.7621144,73.8657666,Residential,Apartment,0
10000000,12594.0,2,722.0,2.0,0,0,0,0,0,0,18.5721265707285,73.7570589491508,Residential,Apartment,0
5665000,4721.0,2,710.0,1.0,0,0,0,0,0,0,18.60470063,73.78706675,Residential,Apartment,0
10000000,11111.0,2,728.0,2.0,1,1,0,0,0,0,18.5995184845644,73.7212220016587,Residential,Apartment,0
4000000,6380.0,1,529.0,2.0,1,1,0,0,0,0,18.6664499937538,73.8474815257257,Residential,Apartment,0
12500000,8621.0,3,1050.0,3.0,0,0,0,0,0,0,18.6325935815659,73.7344393940928,Residential,Apartment,0
14000000,10000.0,3,1100.0,3.0,1,1,0,0,0,0,18.6325935815659,73.7344393940928,Residential,Apartment,0
3000000,4127.0,2,600.0,2.0,0,1,0,0,0,0,18.470928,73.866976,Residential,Apartment,0
7500000,12479.0,2,569.0,2.0,0,0,0,0,0,0,18.6708036,73.7173175,Residential,Apartment,0
8200000,8817.0,2,709.0,2.0,1,1,0,0,0,0,18.6201867777314,73.7465762407311,Residential,Apartment,0
2300000,3651.0,1,580.0,1.0,1,0,0,0,0,0,18.7343947451665,73.6791497214445,Residential,Apartment,0
8000000,10596.0,2,636.0,2.0,1,1,0,0,0,0,18.601256,73.7645369,Residential,Apartment,0
13000000,10392.0,3,1017.0,3.0,0,0,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
9000000,10551.0,2,625.0,2.0,1,1,0,0,0,0,18.5228754199699,73.985179560855,Residential,Apartment,0
8300000,5971.0,3,1050.0,3.0,1,1,0,0,0,0,18.4233784664528,73.8883288371333,Residential,Apartment,0
9600000,6713.0,3,1050.0,3.0,0,1,0,0,0,0,18.5768131896138,73.9780692718883,Residential,Apartment,0
3150000,4667.0,1,470.0,1.0,0,1,0,0,0,0,18.5911585,73.9260013,Residential,Apartment,0
3850000,3775.0,2,785.0,2.0,1,0,0,0,0,0,18.7343947451665,73.6791497214445,Residential,Apartment,0
9500000,6996.0,3,1044.0,3.0,1,1,0,0,0,0,18.5228754199699,73.985179560855,Residential,Apartment,0
7500000,8206.0,2,677.0,2.0,0,0,0,0,0,0,18.601732750311,73.7220719182405,Residential,Apartment,0
6000000,6431.0,2,730.0,2.0,1,1,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
12000000,9600.0,3,1040.0,3.0,0,0,0,0,0,0,18.6708036,73.7173175,Residential,Apartment,0
5600000,8615.0,2,600.0,2.0,1,0,0,0,0,0,18.4942918,73.7214535,Residential,Apartment,0
7800000,9070.0,2,696.0,2.0,1,0,0,0,0,0,18.6201867777314,73.7465762407311,Residential,Apartment,0
2900000,5273.0,1,423.0,1.0,1,1,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
8000000,8000.0,2,850.0,2.0,0,1,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
11000000,10000.0,2,900.0,2.0,0,0,0,0,0,0,18.5086979137524,73.7903098676423,Residential,Apartment,0
7100000,10923.0,2,650.0,2.0,1,0,0,0,0,0,18.576448,73.793922,Residential,Apartment,0
3100000,5496.0,1,451.0,1.0,0,0,0,0,0,0,18.6667095,73.788663,Residential,Apartment,0
2200000,3520.0,1,384.0,2.0,0,0,0,0,0,0,18.7343947451665,73.6791497214445,Residential,Apartment,0
5800000,6864.0,2,750.0,2.0,1,1,0,0,0,0,18.4350931112671,73.8119529519852,Residential,Apartment,0
8700000,6960.0,3,1050.0,3.0,0,0,0,0,0,0,18.601256,73.7645369,Residential,Apartment,0
14500000,10357.0,3,930.0,3.0,0,1,0,0,0,0,18.4703680763148,73.900162950668,Residential,Apartment,0
11500000,10493.0,2,810.0,2.0,1,1,0,0,0,0,18.5925615,73.7971225,Residential,Apartment,0
3300000,5690.0,1,460.0,1.0,0,0,0,0,0,0,18.6472940504809,73.8976683302982,Residential,Apartment,0
6500000,9104.0,2,674.0,2.0,0,0,0,0,0,0,18.4917644929129,73.9701465555334,Residential,Apartment,0
5000000,5263.0,2,925.0,2.0,0,0,0,0,0,0,18.4444865911802,73.8231828087887,Residential,Apartment,0
12000000,12000.0,2,800.0,2.0,1,1,0,0,0,0,18.5434981,73.9395,Residential,Apartment,0
9500000,7917.0,3,1090.0,2.0,0,0,0,0,0,0,18.6426375,73.7939649,Residential,Apartment,0
2900000,8923.0,1,300.0,1.0,0,1,0,0,0,0,18.60470063,73.78706675,Residential,Apartment,0
4300000,4095.0,2,516.0,2.0,1,1,0,0,0,0,18.452499,73.9042255,Residential,Apartment,0
4100000,4556.0,2,780.0,1.0,0,0,0,0,0,0,18.4633272035409,73.8518017049147,Residential,Apartment,0
4500000,7377.0,1,460.0,1.0,0,0,0,0,0,0,18.601732750311,73.7220719182405,Residential,Apartment,0
4100000,5467.0,1,750.0,1.0,0,0,0,0,0,0,18.4749695,73.9370825,Residential,Apartment,0
5700000,6786.0,2,600.0,2.0,1,1,0,0,0,0,18.6615249843968,73.7287790957994,Residential,Apartment,0
4500000,7377.0,1,510.0,2.0,0,0,0,0,0,0,18.4680743173029,73.8930224694682,Residential,Apartment,0
3800000,5476.0,1,496.0,1.0,0,0,0,0,0,0,18.6664499937538,73.8474815257257,Residential,Apartment,0
9000000,7200.0,3,950.0,3.0,0,0,0,0,0,0,18.5013815,73.752738,Residential,Apartment,0
4800000,7547.0,2,636.0,2.0,0,0,0,0,0,0,18.6472940504809,73.8976683302982,Residential,Apartment,0
14000000,12891.0,2,850.0,2.0,1,1,0,0,0,0,18.5476795,73.901482,Residential,Apartment,0
4500000,5769.0,2,900.0,2.0,0,1,0,0,0,0,18.7379863746817,73.6392078677275,Residential,Apartment,0
15000000,11538.0,3,1085.0,2.0,0,0,0,0,0,0,18.5845594755989,73.6872446873881,Residential,Apartment,0
4000000,3077.0,3,1250.0,2.0,0,1,0,0,0,0,18.4680743173029,73.8930224694682,Residential,Apartment,0
15500000,14027.0,2,850.0,2.0,0,0,0,0,0,0,18.5353631,73.8800994,Residential,Apartment,0
7500000,8152.0,2,663.0,2.0,0,0,0,0,0,0,18.5768131896138,73.9780692718883,Residential,Apartment,0
7700000,9935.0,2,595.0,1.0,1,1,0,0,0,0,18.471055843015,73.8226174432828,Residential,Apartment,0
9500000,9048.0,2,802.0,2.0,0,0,0,0,0,0,18.532526,73.944996,Residential,Apartment,0
14000000,11667.0,2,915.0,2.0,0,0,0,0,0,0,18.5810936,73.771877,Residential,Apartment,0
6600000,7765.0,2,750.0,2.0,0,0,0,0,0,0,18.6278976,73.7810239,Residential,Apartment,0
9000000,8152.0,2,786.0,2.0,0,1,0,0,0,0,18.5944550555286,73.8968272364227,Residential,Apartment,0
8800000,7080.0,2,994.0,2.0,0,0,0,0,0,0,18.5013815,73.752738,Residential,Apartment,0
4800000,4948.0,2,870.0,2.0,0,0,0,0,0,0,18.4489723442277,73.8137782189006,Residential,Apartment,0
12500000,11447.0,2,840.0,2.0,0,0,0,0,0,0,18.5527185,73.9454065,Residential,Apartment,0
8000000,7477.0,3,836.0,2.0,1,1,0,0,0,0,18.6805264,73.810525,Residential,Apartment,0
6000000,6410.0,2,700.0,2.0,0,1,0,0,0,0,18.5990982852084,73.92314475871,Residential,Apartment,0
12500000,9615.0,3,1044.0,2.0,1,1,0,0,0,0,18.5845594755989,73.6872446873881,Residential,Apartment,0
4000000,5333.0,3,590.0,2.0,0,0,0,0,0,0,18.601732750311,73.7220719182405,Residential,Apartment,0
5000000,5342.0,2,810.0,2.0,0,1,0,0,0,0,18.4707976056377,73.9324777274165,Residential,Apartment,0
5600000,9018.0,2,750.0,2.0,0,1,0,0,0,0,18.634251086741,73.8085848830418,Residential,Apartment,0
7500000,5747.0,3,931.0,3.0,1,1,0,0,0,1,18.6664499937538,73.8474815257257,Residential,Apartment,0
16500000,10312.0,3,1350.0,3.0,0,1,0,0,0,0,18.5046404,73.7649625,Residential,Apartment,0
12000000,9188.0,3,950.0,2.0,1,1,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
7700000,9625.0,2,685.0,2.0,0,0,0,0,0,0,18.4462531540304,73.8619104688945,Residential,Apartment,0
5500000,6322.0,2,730.0,2.0,0,1,0,0,0,0,18.6805264,73.810525,Residential,Apartment,0
8000000,6395.0,3,910.0,3.0,1,1,0,0,0,0,18.6664499937538,73.8474815257257,Residential,Apartment,0
1400000,2800.0,1,353.0,1.0,0,0,0,0,0,0,18.443965,73.809382,Residential,Apartment,0
2400000,4225.0,1,530.0,2.0,0,0,0,0,0,0,18.46496,73.78109,Residential,Apartment,0
4500000,4663.0,2,630.0,2.0,1,0,0,0,0,0,18.452499,73.9042255,Residential,Apartment,0
6500000,8667.0,2,668.0,2.0,0,0,0,0,0,0,18.5995184845644,73.7212220016587,Residential,Apartment,0
3400000,6367.0,1,452.0,1.0,1,1,0,0,0,0,18.6472940504809,73.8976683302982,Residential,Apartment,0
4600000,9218.0,2,499.0,2.0,0,0,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
16000000,11603.0,3,1200.0,3.0,1,1,0,0,0,0,18.5837696,73.763299,Residential,Apartment,0
7000000,7000.0,2,800.0,2.0,1,1,0,0,0,0,18.5911585,73.9260013,Residential,Apartment,0
3000000,5000.0,1,500.0,1.0,0,1,0,0,0,0,18.6788687708934,73.6883906367032,Residential,Apartment,0
5500000,5870.0,2,707.0,2.0,1,0,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
4500000,5196.0,2,596.0,2.0,0,1,0,0,0,0,18.4378185,73.9175425,Residential,Apartment,0
3540000,2656.0,2,987.0,2.0,0,0,0,0,0,0,18.5240818,73.8447538,Residential,Apartment,0
1630000,2659.0,1,458.0,1.0,0,0,0,0,0,0,18.5415395,73.7813029,Residential,Apartment,0
3870000,5126.0,2,439.0,2.0,1,1,0,0,0,0,18.4680743173029,73.8930224694682,Residential,Apartment,0
2800000,5185.0,2,424.0,2.0,0,0,0,0,0,0,18.7343947451665,73.6791497214445,Residential,Apartment,0
11000000,11702.0,2,707.0,2.0,0,0,0,0,0,0,18.599348,73.762495,Residential,Apartment,0
6000000,5825.0,2,850.0,2.0,0,1,0,0,0,0,18.470825437984,73.9158708957281,Residential,Apartment,0
7700000,8710.0,2,669.0,2.0,0,1,0,0,0,0,18.6280101648276,73.7456954149074,Residential,Apartment,0
1580000,2655.0,1,479.0,1.0,0,0,0,0,0,0,18.4765455,73.868109,Residential,Apartment,0
3960000,5867.0,1,575.0,1.0,0,0,0,0,0,0,18.530715,73.912247,Residential,Apartment,0
1580000,2655.0,1,420.0,1.0,1,1,0,0,0,0,18.592434,73.847787,Residential,Apartment,0
1590000,2650.0,1,557.0,1.0,0,0,0,0,0,0,18.6600716040436,73.8314430802285,Residential,Apartment,0
4470000,5960.0,1,750.0,2.0,0,1,0,0,0,0,18.6043694,73.7469796,Residential,Apartment,0
6260000,5962.0,2,674.0,2.0,1,1,0,0,0,0,18.6043694,73.7469796,Residential,Apartment,0
1650000,2661.0,1,521.0,1.0,0,0,0,0,0,0,18.4993544,73.814979,Residential,Apartment,0
2480000,2650.0,1,936.0,2.0,0,0,0,0,0,0,18.5473574348827,73.8205750486616,Residential,Apartment,0
1980000,2654.0,1,560.0,1.0,0,0,0,0,0,0,18.5628430652453,73.8056865228751,Residential,Apartment,0
3000000,5208.0,1,452.0,1.0,1,0,0,0,0,0,18.6472940504809,73.8976683302982,Residential,Apartment,0
2630000,2651.0,2,735.0,2.0,0,0,0,0,0,0,18.5032366,73.8246155,Residential,Apartment,0
5250000,5526.0,2,780.0,2.0,0,0,0,0,0,0,18.5616486,73.8839714,Residential,Apartment,0
4500000,6000.0,2,650.0,2.0,0,1,0,0,0,0,18.61390447,73.87784573,Residential,Apartment,0
5500000,4595.0,2,870.0,2.0,1,0,0,0,0,0,18.619991,73.702084,Residential,Apartment,0
9500000,9500.0,2,795.0,2.0,1,1,0,0,0,0,18.4703680763148,73.900162950668,Residential,Apartment,0
10600000,7439.0,3,1070.0,3.0,0,1,0,0,0,0,18.468449,73.914135,Residential,Apartment,0
7000000,5490.0,2,1080.0,2.0,1,1,0,0,0,0,18.4680743173029,73.8930224694682,Residential,Apartment,0
2430000,2656.0,2,860.0,2.0,0,0,0,0,0,0,18.4798425789632,73.8763613614797,Residential,Apartment,0
3399999,4474.0,2,729.0,2.0,0,0,0,0,0,0,18.7431731690908,73.6751760453458,Residential,Apartment,0
3000000,3764.0,2,750.0,2.0,1,1,0,0,0,0,18.5768131896138,73.9780692718883,Residential,Apartment,0
12900000,10661.0,3,1100.0,3.0,1,1,0,0,0,0,18.5721265707285,73.7570589491508,Residential,Apartment,0
5800000,7250.0,2,650.0,1.0,0,1,0,0,0,0,18.4828026,73.8280675,Residential,Apartment,0
7800000,9409.0,2,700.0,1.0,1,1,0,0,0,0,18.5871609368192,73.8318314587375,Residential,Apartment,0
6500000,7254.0,2,715.0,2.0,1,1,0,0,0,0,18.5845594755989,73.6872446873881,Residential,Apartment,0
5200000,6161.0,2,605.0,2.0,0,0,0,0,0,0,18.4375067657152,73.7916389825431,Residential,Apartment,0
4950000,5562.0,2,630.0,2.0,0,0,0,0,0,0,18.4554900039848,73.9338396558188,Residential,Apartment,0
12000000,11538.0,2,771.0,2.0,0,0,0,0,0,0,18.5594882750649,73.809054939168,Residential,Apartment,0
6500000,9286.0,2,650.0,2.0,0,0,0,0,0,0,18.6325935815659,73.7344393940928,Residential,Apartment,0
2020000,2658.0,2,690.0,1.0,0,0,0,0,0,0,18.6440580991818,73.7706438908022,Residential,Apartment,0
1600000,2667.0,1,550.0,1.0,0,0,0,0,0,0,18.6440580991818,73.7706438908022,Residential,Apartment,0
7865000,6004.0,2,971.0,2.0,0,0,0,0,0,0,18.629613,73.7929866,Residential,Apartment,0
4100000,6699.0,1,512.0,1.0,0,1,0,0,0,0,18.5726776408445,73.8782245106378,Residential,Apartment,0
6500000,9909.0,2,610.0,2.0,1,1,0,0,0,0,18.5768131896138,73.9780692718883,Residential,Apartment,0
18900000,16507.0,3,1000.0,2.0,0,0,0,0,0,0,18.5995184845644,73.7212220016587,Residential,Apartment,0
4000000,4367.0,2,705.0,2.0,0,1,0,0,0,0,18.6798726134487,73.8982733817616,Residential,Apartment,0
15000000,11111.0,2,995.0,2.0,1,1,0,0,0,0,18.601256,73.7645369,Residential,Apartment,0
3210000,5350.0,1,490.0,1.0,0,0,0,0,0,0,18.62422,73.742775,Residential,Apartment,0
1200000,2667.0,1,360.0,1.0,0,0,0,0,0,0,18.5931424212781,73.9070502751095,Residential,Apartment,0
2600000,2653.0,2,686.0,2.0,0,0,0,0,0,0,18.5984362660925,73.9064552989082,Residential,Apartment,0
2570000,2649.0,2,680.0,2.0,0,0,0,0,0,0,18.5984362660925,73.9064552989082,Residential,Apartment,0
1840000,2647.0,1,515.0,1.0,0,0,0,0,0,0,18.6702231,73.7639466,Residential,Apartment,0
1530000,2652.0,1,577.0,1.0,0,0,0,0,0,0,18.6702231,73.7639466,Residential,Apartment,0
1330000,2660.0,1,470.0,1.0,0,0,0,0,0,0,18.6193945,73.8563925,Residential,Apartment,0
2720000,2651.0,2,720.0,2.0,1,1,0,0,0,0,18.6248374878156,73.8560427285831,Residential,Apartment,0
1450000,2661.0,1,475.0,1.0,0,0,0,0,0,0,18.6248374878156,73.8560427285831,Residential,Apartment,0
7500000,8333.0,2,700.0,2.0,0,1,0,0,0,0,18.53715055,73.7888998,Residential,Apartment,0
15000000,8333.0,3,1365.0,3.0,0,1,0,0,0,0,18.4575427114808,73.8758803714822,Residential,Apartment,0
6000000,6667.0,2,660.0,2.0,1,1,0,0,0,0,18.8268131,74.3780423,Residential,Apartment,0
4100000,5230.0,2,784.0,2.0,0,0,0,0,0,0,18.4439750329832,73.8768659759521,Residential,Apartment,0
5500000,6208.0,2,665.0,2.0,1,1,0,0,0,0,18.6615249843968,73.7287790957994,Residential,Apartment,0
5400000,8738.0,1,377.0,2.0,0,0,0,0,0,0,18.5178723803339,73.8667588090203,Residential,Apartment,0
12000000,11246.0,2,820.0,2.0,0,0,0,0,0,0,18.5810936,73.771877,Residential,Apartment,0
4900000,5765.0,1,850.0,1.0,0,1,0,0,0,0,18.5841019355514,73.8861943915552,Residential,Apartment,0
8200000,7069.0,2,850.0,2.0,1,1,0,0,0,0,18.5013815,73.752738,Residential,Apartment,0
11500000,14007.0,3,721.0,3.0,1,1,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
5200000,5290.0,2,661.0,2.0,1,1,0,0,0,0,18.5768131896138,73.9780692718883,Residential,Apartment,0
13500000,10060.0,3,958.0,3.0,0,1,0,0,0,0,18.601256,73.7645369,Residential,Apartment,0
2200000,3143.0,1,700.0,1.0,1,0,0,0,0,0,18.6201867777314,73.7465762407311,Residential,Apartment,0
11500000,9746.0,2,897.0,2.0,1,1,0,0,0,0,18.532526,73.944996,Residential,Apartment,0
6100000,8764.0,1,593.0,2.0,0,0,0,0,0,0,18.5810936,73.771877,Residential,Apartment,0
10500000,9545.0,2,940.0,2.0,0,0,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
5400000,5870.0,2,700.0,2.0,0,0,0,0,0,0,18.441244,73.799721,Residential,Apartment,0
1950000,4333.0,1,400.0,1.0,0,0,0,0,0,0,18.615674,73.7707471,Residential,Apartment,0
15000000,14706.0,3,1020.0,3.0,1,1,0,0,0,0,18.6325935815659,73.7344393940928,Residential,Apartment,0
2650000,2650.0,2,750.0,2.0,0,0,0,0,0,0,18.5068665,73.877015,Residential,Apartment,0
1730000,2662.0,1,323.0,1.0,0,1,0,0,0,0,18.5944550555286,73.8968272364227,Residential,Apartment,0
6500000,9339.0,1,505.0,1.0,1,1,0,0,0,0,18.601732750311,73.7220719182405,Residential,Apartment,0
1460000,2655.0,1,407.0,1.0,0,1,0,0,0,0,18.556989,73.915195,Residential,Apartment,0
6200000,7126.0,2,647.0,2.0,1,1,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
3800000,6333.0,1,500.0,1.0,1,0,0,0,0,0,18.6615249843968,73.7287790957994,Residential,Apartment,0
3050000,2652.0,2,820.0,2.0,0,0,0,0,0,0,18.4765455,73.868109,Residential,Apartment,0
10000000,8584.0,2,800.0,2.0,1,1,0,0,0,0,18.49897476,73.74698902,Residential,Apartment,0
18000000,11243.0,3,1163.0,3.0,0,0,0,0,0,0,18.5810936,73.771877,Residential,Apartment,0
6000000,10345.0,2,520.0,2.0,0,0,0,0,0,0,18.6708036,73.7173175,Residential,Apartment,0
9600000,10909.0,2,735.0,2.0,1,0,0,0,0,0,18.5721265707285,73.7570589491508,Residential,Apartment,0
7500000,4688.0,3,1100.0,3.0,0,1,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
4200000,5440.0,2,610.0,2.0,0,1,0,0,0,0,18.5911585,73.9260013,Residential,Apartment,0
4500000,4505.0,2,1000.0,2.0,0,0,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
7700000,8701.0,2,725.0,2.0,0,1,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
4000000,6154.0,2,458.0,1.0,1,1,0,0,0,0,18.6536881,73.7400954,Residential,Apartment,0
3000000,4918.0,1,560.0,1.0,0,0,0,0,0,0,18.5469121,73.7564974,Residential,Apartment,0
2700000,4909.0,1,399.0,2.0,1,1,0,0,0,0,18.5079578,73.6822885,Residential,Apartment,0
3000000,6565.0,1,338.0,2.0,0,0,0,0,0,0,18.4444865911802,73.8231828087887,Residential,Apartment,0
8000000,7143.0,2,771.0,2.0,0,0,0,0,0,0,18.4680743173029,73.8930224694682,Residential,Apartment,0
7200000,7982.0,2,624.0,2.0,0,0,0,0,0,0,18.5469121,73.7564974,Residential,Apartment,0
2200000,4400.0,1,450.0,1.0,0,0,0,0,0,0,18.46275626,73.9791363,Residential,Apartment,0
6000000,4800.0,2,875.0,2.0,0,1,0,0,0,0,18.4509142546204,73.9159532114877,Residential,Apartment,0
7500000,11538.0,2,600.0,2.0,1,1,0,0,0,0,18.5721265707285,73.7570589491508,Residential,Apartment,0
7000000,6604.0,2,750.0,2.0,0,1,0,0,0,0,18.4579076328107,73.9124095316954,Residential,Apartment,0
5000000,6378.0,2,650.0,2.0,1,1,0,0,0,0,18.4518096,73.8111761,Residential,Apartment,0
13000000,9286.0,3,1100.0,2.0,0,0,0,0,0,0,18.532526,73.944996,Residential,Apartment,0
12500000,7622.0,3,1300.0,3.0,1,1,0,0,0,0,18.601732750311,73.7220719182405,Residential,Apartment,0
2200000,3448.0,2,547.0,1.0,0,1,0,0,0,0,18.5768131896138,73.9780692718883,Residential,Apartment,0
3500000,5000.0,1,560.0,2.0,0,0,0,0,0,0,18.6708036,73.7173175,Residential,Apartment,0
8000000,8830.0,2,671.0,2.0,0,1,0,0,0,0,18.5010967026398,73.9358682814506,Residential,Apartment,0
7600000,7867.0,2,716.0,2.0,0,1,0,0,0,0,18.6536881,73.7400954,Residential,Apartment,0
2200000,4314.0,1,506.0,1.0,0,0,0,0,0,0,18.50320293,73.9199669,Residential,Apartment,0
5200000,5417.0,3,746.0,2.0,1,1,0,0,0,0,18.6681609,73.7026943,Residential,Apartment,0
20000000,12821.0,3,1180.0,3.0,0,0,0,0,0,0,18.4893883742541,73.8198003850328,Residential,Apartment,0
15100000,12080.0,3,985.0,2.0,1,1,0,0,0,0,18.5810936,73.771877,Residential,Apartment,0
26000000,13613.0,3,1367.0,3.0,0,1,0,0,0,0,18.5594882750649,73.809054939168,Residential,Apartment,0
9000000,8571.0,2,750.0,2.0,1,1,0,0,0,0,18.4575576340076,73.8049225876653,Residential,Apartment,0
9500000,9453.0,2,750.0,2.0,0,0,0,0,0,0,18.6426375,73.7939649,Residential,Apartment,0
5800000,6816.0,2,607.0,2.0,0,1,0,0,0,0,18.443965,73.809382,Residential,Apartment,0
